Name;ADIDAS (XET);AIRBUS (XET);ALLIANZ (XET);BASF (XET);BAYER (XET);BEIERSDORF (XET);BMW (XET);BRENNTAG (XET);COMMERZBANK (XET);CONTINENTAL (XET);COVESTRO (XET);DAIMLER TRUCK (XET) HOLDING E;DEUTSCHE BANK (XET);DEUTSCHE BOERSE (XET);DEUTSCHE POST (XET);DEUTSCHE TELEKOM (XET);DR ING HC F PORSCHE(XET) PREF.;E ON N (XET);FRESENIUS (XET);HANNOVER RUECK (XET);HEIDELBERG (XET) MATERIALS;HENKEL PREF. (XET);INFINEON TECHS. (XET);MERCEDES-BENZ GROUP(XET) N;MERCK KGAA (XET);MTU AERO ENGINES (XET) HLDG.;MUENCHENER RUCK. (XET);PORSCHE AML.HLDG. (XET) PREF.;QIAGEN (XET);RHEINMETALL (XET);RWE (XET);SAP (XET);SARTORIUS PREF. (XET);SIEMENS (XET);SIEMENS ENERGY N (XET);SIEMENS (XET) HEALTHINEERS;SYMRISE (XET);VOLKSWAGEN PREF. (XET);VONOVIA (XET);ZALANDO (XET)
03.07.2024;218,1;135,86;260;45,255;26,225;135,8;88,44;63,82;14,58;53,9;54,74;36,22;15,744;190,75;39,64;23,76;68,96;12,25;28,46;230,5;97,16;82,02;34,73;65,3;151,25;251;445,6;42,69;37,51;505;32,7;187,66;220,9;176,76;25,95;53,22;114,7;106,5;26,81;23,24
04.07.2024;219,5;136,08;261,6;45,45;26,205;136,15;88,16;64,16;14,67;59,04;54,76;36,5;15,87;190,2;39,88;23,75;69,8;12,24;28,63;234;98,78;82,08;34,98;65,94;152,6;253;450,2;42,91;37,71;515,2;32,97;187,02;224,7;177,34;26,24;53,32;113,6;107,6;26,79;23,4
05.07.2024;220,3;136,26;260,9;45,12;26,165;136,25;87,7;64;14,735;61,26;54,96;36,36;15,664;187,25;40,12;23,83;71,16;12,355;29,1;232,6;98,42;81,94;35,78;65,47;152,6;252,8;445,6;42,82;37,93;490,6;33,6;189,08;230,6;177,12;26,37;53,5;113,85;106,85;27,39;23,83
08.07.2024;218,8;135,68;262,2;44,945;26,055;137,9;87,12;63,7;14,765;60,36;54,84;36,13;15,472;186,75;40,29;23,9;72,28;12,175;29,05;239,6;99,68;82;35,705;65,39;151,1;253,7;459,1;42,82;37,38;497;33,06;187,84;232,6;177,16;26,87;53,42;113,5;106,8;27,09;23,59
09.07.2024;216,1;131,82;259,9;44,205;25,35;137,85;87,7;63,38;14,585;59,12;55,32;36,01;15,398;186,35;39,56;23,64;72,58;12,12;28,8;238,2;97,62;81,7;34,98;63,15;149,7;249,2;459,5;42,67;36,91;500,8;32,64;184,76;230,4;173,26;26,62;53,54;113,8;106,6;27,23;23,39
10.07.2024;221,3;133,36;262,3;43,675;26,125;138,4;89,5;63,48;14,63;59,2;54,64;36,51;15,43;186,6;39,97;23,85;75,24;12,28;29,01;238,3;97,94;81,48;35,395;63,95;149,15;246,7;462,6;42,77;37,75;501,2;33,05;185,8;231,7;176,38;27,2;53,76;113,9;106,25;28,35;23,84
11.07.2024;225,8;131,96;264,1;44,115;26,64;137,65;91;63,34;14,565;59,12;54,8;37,33;15,316;188,1;40,3;23,76;75,04;12,5;29,24;238,6;99,76;81,18;35,3;64;153,35;245,2;462;43,25;38,34;510,6;34,03;186,46;243,4;178,9;27,8;55,16;114,35;107,15;29,19;24
12.07.2024;231,2;133,42;266,7;44,655;26,935;138,35;92,18;63,92;14,505;58,92;54,92;38,03;15,304;192,1;40,83;23,88;75,56;12,47;29,35;239,3;102,2;82,08;36,085;64,78;154,25;251,6;464,4;43,46;38,42;509;33,89;188,74;240,2;184,16;27,75;55,3;114,95;108,55;29,01;24,36
15.07.2024;231,4;133,02;265,2;43,64;26,385;136,9;89,82;63,3;14,42;58,42;54,7;38,14;15,254;190,9;40,87;23,8;75,3;12,275;28,82;239,4;101,15;81,48;35,745;64,46;151,75;250,3;464,7;43,41;38,2;515,4;32,73;187,76;239,3;180,88;26,38;54,62;113,65;108,2;28,64;24,51
16.07.2024;228,7;133,02;263,2;43,815;26,055;135,85;88,88;63,66;14,9;58,5;54,84;37,82;15,11;190,1;40,58;23,81;71,76;12,19;29,56;233,8;102,8;81,46;35,235;63,55;154;250,8;456,4;43,01;38,6;513,4;32,61;187,22;242,1;181,56;26,6;53,94;112,75;106,95;28,44;24,52
17.07.2024;233,5;132,14;263;45,11;26,68;137,1;89,7;64,78;14,93;58,06;54,94;37,18;15,224;190,45;40,2;24,04;72,08;12,375;30,02;233,1;101,85;82,54;34,93;63,35;154,55;249;458,3;42,86;38,68;483,7;32,74;183,26;243,6;178,4;25,44;53,74;111,25;106,45;28,2;24,09
18.07.2024;232,8;130,9;262,6;45,23;26,97;137,65;91,32;65,72;15,36;59,18;55;38,13;15,294;189,2;40,37;24,26;73,44;12,445;30,23;233,6;101,45;83,02;34,465;64,4;152,55;245,9;456,5;43,26;38,64;493;32,77;180,58;246,7;170,52;24,85;54,58;112,35;107,6;28,11;24,25
19.07.2024;227,1;131,66;259,4;44,095;26,26;137,1;89,48;64,56;15,235;57,38;54,74;37,36;15,01;186,7;39,85;24,19;71,6;12,38;29,96;227;100,6;82,54;33,1;63,53;149,6;247,8;444,6;42,53;37,62;490,2;32,79;181,5;209,1;170,44;25,43;53,58;112,05;105,6;28,17;23,29
22.07.2024;228,7;132,56;262,3;44,82;27,31;138,25;90,92;65,48;15,58;57,86;55;38,12;15,47;189,55;40,67;24,31;72,64;12,51;30;230,2;101,95;82,34;34,21;64,25;150;247,7;451;42,7;38,48;493,7;33;183,62;204,5;173,26;25,84;53,34;113,95;106,65;28,42;23,31
23.07.2024;230,4;132,2;262,6;44,755;26,97;137,2;90,02;65,32;15,525;57,2;55,44;36,45;15,682;188;40,27;24,15;68,94;12,62;31,34;230,3;102,05;82,5;33,07;63,97;152,75;253,2;452;41,46;38,65;493,8;33,11;196,74;220,3;173,62;26,28;52,9;112,9;105,65;28,45;23,21
24.07.2024;232,6;130,64;259,7;44,8;26,975;135,3;89,1;65,3;15,34;57,16;54,92;35,28;14,378;188,1;39,91;24,02;68,8;12,68;31,46;229,5;99,88;81,76;32,59;63,46;155;253,1;450,5;41,21;38,68;496;33,25;193,82;227,6;171,44;25,72;53;114,6;105,35;28,16;23,47
25.07.2024;229,1;128,98;258,9;44,77;27,53;135,3;88,2;65,08;15,25;57;54,64;35,16;14,422;188,15;40,09;24,21;69;12,84;31,86;228,3;97,86;79,98;30,48;62,96;155,3;253,5;449,7;41,46;39,17;471,4;33,3;195,22;228,4;168,82;24,87;53,1;113,65;104,65;28,1;23,69
26.07.2024;233;130,96;261,1;43,735;27,465;136,75;87,56;65,78;15,06;57,22;54,96;35,5;14,418;188,95;40,48;24,24;69,86;12,855;31,86;230,1;99,82;80,58;30,725;63,02;159,5;257,9;455,3;41,42;40,2;489,3;33,63;195,78;243,3;169,82;25,4;53,3;114,7;104,8;28,18;24,07
29.07.2024;235,8;130,24;258,8;43;27,435;135,4;86,58;65,72;14,875;57;53,9;35,54;14,32;187,5;40,61;24,17;69,52;12,94;31,79;227,8;98,66;79,58;31,415;61,9;164,5;255;451,3;41,46;41,01;493,3;34,08;192,88;243,7;167,84;25,33;53,92;114,65;104,3;28,29;23,86
30.07.2024;236,6;133,56;261,9;42,77;27,6;135,55;86,76;65,94;15,07;56,88;54,68;35,6;14,614;189,55;41,03;24,09;69,44;12,94;31,9;230,9;97,8;78,58;31,6;61,63;165,85;259,7;457,2;41,4;40,86;498,5;34,24;192,02;252,7;168,5;25,41;53,2;116,15;104,05;28,78;24,06
31.07.2024;231,3;140,02;260,8;43,1;27,495;134,2;85,82;65,82;15,09;56,7;54,46;35,74;14,436;189,4;41,25;24,17;69,76;12,965;33,19;229,7;96,48;79,1;32,05;61,16;165,8;261,7;455,6;41,33;41,28;503,8;34,49;195,02;262,7;169,42;26,91;49,63;116,75;103,2;28,41;23,71
01.08.2024;225,5;133,88;253,9;42,32;27,27;131,9;83,2;65,06;14,275;55,46;54,88;34,6;13,994;186,75;38,66;23,96;68,86;12,615;31,75;222,2;94,2;78,28;31,1;59,43;168,3;260,1;442,7;40,44;41,42;496,5;34,25;191,46;261,7;164,54;26,13;49,35;114,9;99,18;29,08;24,44
02.08.2024;218,7;131,88;251,3;41,77;27,355;131,25;82,06;65,82;13,615;53,82;53,94;32,98;13,174;184,9;37,07;24,12;68,64;12,58;31,34;219,1;89,68;77,34;29,53;58,3;163,5;256,6;436,3;39,9;42,07;480,1;31,56;186,16;250;157,8;24,18;48,94;111,25;96,86;29,34;22,98
05.08.2024;214,9;130,52;245,5;40,84;26,945;131,2;79,82;64,84;13,285;53,2;52,62;32,35;12,836;181,95;36,71;23,79;67,68;11,975;30,95;213,7;88,12;77,34;29,925;56,92;162,75;252,9;426,9;38,85;41,25;480,3;30,86;181,22;242,7;155,14;23,67;49,42;110,7;93,9;28,58;22
06.08.2024;213,2;133,1;244,6;40,87;25,315;131,4;79,54;63,74;13,18;54,36;53,6;32,25;12,838;179,2;36,59;23,74;66,52;11,945;30,65;212,1;86,8;77,58;29,735;56,58;162,5;256,9;426,8;38,41;41,14;489,8;31;185,4;241,2;154;24,46;48,81;109,75;93,08;28,29;21,58
07.08.2024;216,7;135,94;249,2;41,605;26,115;128,4;80,4;65,5;12,69;58,08;53,32;32,91;13,038;183,75;37,04;23,92;67,3;12,13;31,1;214,3;88,22;77,84;30,37;57,84;164,25;262,6;435,4;38,83;41,41;494,6;31,93;187,98;246,7;155,94;24,39;48,94;111,35;94,3;28,78;22,11
08.08.2024;215,5;134,42;253,9;41,585;26,35;126,1;79,82;63,62;12,295;58,68;53,2;33,43;13,09;182,95;36,33;24,37;66,6;12,2;30,92;215,4;88,16;77,86;30,32;58,04;166,35;258,5;434,6;38,76;41,36;511,6;32,06;188,28;244,7;159,2;24,39;49,26;110,55;94,26;28,59;22,74
09.08.2024;214,6;134,36;255,9;41,37;25,965;125,95;79,7;63,68;12,305;58,66;53,8;33,29;13,292;184,15;36,17;24,61;66,32;12,225;30,89;216,1;88,36;77,48;30,165;57,81;166,15;258;434,8;38,68;41,6;538,4;31,82;189,92;248,3;157,18;24,19;50,24;111,4;93,94;29,46;22,79
12.08.2024;212,4;133,72;255,9;41,28;25,96;124,55;78,98;63,82;12,42;58,86;53,74;33;13,308;185,15;36,04;24,73;65,68;12,325;30,89;227,4;87,64;78,06;30,28;57,48;166,75;258,6;439,2;38,46;41,33;546;32,36;189,3;241,1;157,2;24,25;50,28;111,55;93,5;29,07;22,88
13.08.2024;213,3;134,26;256,9;41,46;25,985;123,7;79,32;64,1;12,305;58,56;53,4;33,25;13,3;186,8;36,01;24,76;65,64;12,385;31,34;231,2;88;79,08;30,3;57,44;166,95;262,4;437,4;38,72;41,74;547,6;32,29;191,58;237;158,94;24,72;50,5;111,35;92,94;29,25;22,88
14.08.2024;217,2;134,56;259;41,205;25,835;124,05;80,04;63,22;12,31;58,52;53,24;33,55;13,38;188,7;36,47;24,95;66,46;12,025;31,67;236,5;89,12;78,6;30,375;58,27;167,25;265,3;445,2;39,06;41,79;558;30,45;192,08;235,4;159,3;24,85;51,02;111,85;92,62;29,45;22,41
15.08.2024;218,4;136,98;263,5;42,125;26,275;124,65;81,48;63,46;12,685;59,5;53,7;33,95;13,81;192,35;37,5;25;67,34;11,99;31,63;242,6;90,24;78,1;31,66;59,59;169,75;267,4;452,8;39,78;42,2;563,2;30,8;195,98;239;162,7;25,2;51,36;112,45;94,68;29,46;22,95
16.08.2024;217;137,58;267;42,55;29;124,25;81,74;63,24;12,755;59,24;54,6;34,2;14,04;194,25;37,75;25,15;67,76;12,22;31,95;245,4;90,64;78,16;31,545;60,09;167,55;268,3;461,3;39,93;42,21;562,2;31,01;196,8;238,8;163,2;25,17;51,5;113,1;95,26;29,36;23,2
19.08.2024;217,6;138,48;269,7;43,08;29,085;124,25;82,72;64,22;12,775;60,02;54,3;34,29;14,148;195,2;38,24;25,22;68,92;12,245;32,08;247,4;91,26;77,9;31,56;60,7;169,8;268,9;462,9;40,33;42,35;551,2;31,37;197,24;241,4;164,26;25,41;51,5;112,75;96,3;29,67;23,9
20.08.2024;214,1;138,44;270,5;43,35;28,27;124,95;82,66;64,2;12,62;59,24;53,84;34,07;13,918;195,2;37,92;25,08;69,04;12,39;32,07;247,8;91;79,26;31,635;60,96;170,5;267;464,2;40,14;42,19;534,6;31,54;195,9;235,5;163,82;24,52;51,08;113,4;96,06;29,78;24,1
21.08.2024;217,4;139,06;271,6;44,16;28,11;126,75;83,56;65,04;12,71;59,46;53,86;34,33;14,008;196,45;37,99;25;70,64;12,365;32,24;247,2;91,84;80,12;32,11;61,86;170,15;265;465,5;40,41;42,27;536,8;31,49;196,5;237,9;164,86;24,66;51,24;114;96,48;29,85;24,25
22.08.2024;217,5;138,98;272,4;44,445;27,71;126,85;83,22;64,14;12,98;59,08;53,54;34,23;14,572;197,3;38,08;25,08;70,34;12,435;32,54;250,8;92,58;80,62;32,115;61,61;170,15;266,1;469,2;40,52;42,32;533,6;31,67;196,54;239,9;164,88;25,07;51,36;113,5;96,52;29,99;24,39
23.08.2024;219,2;140,74;276,1;44,95;27,865;128;84,46;65,2;13,095;59,98;53,56;34,6;14,7;197,85;38,35;25,19;69,82;12,61;32,85;254,3;94,28;81,12;32,2;62,09;171,5;267,5;475;40,77;42,18;535,4;32,05;195,62;240,9;167,1;25,75;51,4;114,2;97;30,54;24,77
26.08.2024;218,9;141,12;275;44,965;27,555;127,85;84,8;65,16;13,055;59,82;53,76;34,57;14,606;198;38,29;25,18;69,66;12,655;32,85;255,3;94,12;81,18;32,14;62,31;172,05;265,4;474,9;40,81;41,18;535;32,09;194,2;241,9;167,8;25,55;51,14;114,05;96,78;31,67;24,89
27.08.2024;223,7;140,9;276,3;45,2;27,54;128,75;84,78;66,28;13,215;61,46;53,84;34,16;14,698;199;38,4;25,33;69,86;12,705;33,23;255,3;94;81,7;32,39;62,56;171,8;267,2;481,5;40,77;41,07;535,6;32,12;195,26;245,3;167,12;25,29;51,42;113,7;96,82;31,19;24,63
28.08.2024;227;140,74;280,7;45,185;27,61;129,5;83,54;67,32;13,26;61,16;55,5;34,29;14,68;201,9;38,54;25,57;69,66;12,85;33,26;257,8;94,24;81,9;32,345;62,14;173,6;269,2;490,3;40,58;41,48;543,4;32,12;195,2;244,4;168,22;25,39;52,14;117,45;96,3;31,2;23,99
29.08.2024;231,6;140,6;280,9;45,725;27,81;131,3;83,86;67,18;13,255;61;55,4;34,55;14,666;203;38,9;25,71;70,52;12,7;33,24;255,3;95,46;82,6;32,86;62,38;174,95;271,1;488,1;40,75;41,45;542,6;32,62;199,02;248,7;170,22;25,6;52,58;118,55;96,14;30,66;24,03
30.08.2024;232;138,82;280,9;45,85;27,865;130,75;83,82;67,22;13,38;61,08;55,4;34,66;14,748;202,9;39,2;25,71;70,84;12,81;33,37;256,3;95,66;82,76;33;62,34;175,85;270;489,3;40,67;41,47;542;32,63;197,72;249,4;169,92;26,05;52,58;119,05;96,18;31,18;23,44
02.09.2024;230;136,9;281,9;45,58;28,03;130,05;83,14;67,34;13,41;61,08;54,96;33,96;14,754;202;39,72;25,88;69,8;12,91;33,45;258;96,32;82,84;32,82;61,96;175,2;266,4;495,5;40,89;41,09;527,4;32,71;199,86;237,6;170,56;26,26;52,32;118,65;97,38;31,8;22,71
03.09.2024;230;134,46;282;44,49;27,81;130,55;81,56;67,02;13,09;61;54,8;32,78;14,516;202;39,33;25,82;67,56;12,94;33,45;260,4;94,5;83,18;31,285;60,9;173,95;265,1;495,2;40,32;40,56;520;32,62;198,2;236;168,12;25,61;52,08;120,85;96,22;31,45;22,87
04.09.2024;224,5;133,58;280,9;44,52;27,89;129,45;80,54;66,7;12,735;59,8;55,04;31,7;14,48;203,7;39,19;26,12;66,72;13;33,68;259,7;92,66;82,5;30,09;59,89;172,15;267,1;492,7;39,9;40,07;523,4;32,31;193,58;230,9;166,72;25,72;51,2;120,5;95,02;32,23;22,66
05.09.2024;222;131,74;283,6;44,705;28,975;129,15;80,3;65,26;12,875;60,6;55,6;31,79;14,948;203,3;39,03;26,29;67,16;13,165;33,8;256,9;91,82;82,06;30,045;60,04;169,95;265,5;493,7;40,06;40,25;515,2;32,97;191,44;235,5;165,22;25,55;50,76;118,5;94,82;32,82;22,49
06.09.2024;220,7;128,34;280,2;43,415;28,91;127,85;78,2;64,28;12,705;58,6;55,28;31,08;14,668;206;38,47;26,02;66,32;13,29;33,22;252;90,86;81,24;28,98;58,45;168,8;267,5;477,3;39,22;39,96;502;32,81;190,72;237,5;161,14;23,84;50,54;119,1;92;32,91;22,15
09.09.2024;214;129,84;283,7;43,58;28,68;128;77,64;64,96;12,905;58,78;55,7;30,96;15,03;209,7;39;26,23;66,36;13,425;33,63;253,7;91,96;80,92;29,235;58,24;169,9;270,3;482,3;39,54;40,96;507;33,17;192,58;252,3;162,6;24,6;50,1;120,75;91,76;32,78;22,04
10.09.2024;209,1;130,46;282,9;42,49;27,615;127,2;68,98;64,14;12,6;52,6;55,3;29,87;14,292;207,2;39,12;26,11;65,22;13,47;33,88;254,1;90,68;80,52;28,52;55,4;170,3;272,7;482;38,38;41,5;511;33,11;192,54;251,2;162,36;24,92;49,87;120,25;88,66;33,49;21,62
11.09.2024;212,8;130,1;283,3;42,77;27,01;126,7;71,08;63,68;14,685;52,7;55,9;29,73;14,034;205,8;39,24;26,26;66,78;13,435;33,83;252;90,88;80,4;28,88;55,68;169,8;272,9;479,5;38,78;41,62;510,2;32,84;194,42;249,2;162,14;25,39;49,86;120,7;89,2;33,07;21,32
12.09.2024;218,5;130,5;284,7;42,7;26,79;126,6;71,36;64,36;15;51,9;55,96;30,43;14,28;208,1;40,22;26,57;65,72;13,37;33,69;252,8;92,3;80,12;29,255;55,67;168,55;275,4;483,5;38,81;41,02;521,8;32,63;199,18;244,3;164,3;26,69;50;119,9;89,96;32,92;21,35
13.09.2024;218,5;130,56;286,6;43,6;26,98;126,8;73,32;64,88;15,625;53,62;56,36;31,07;14,628;208,8;39,81;26,82;67,08;13,54;34,51;254,6;93,08;80,38;29,825;56,74;168,2;279,2;485,7;39,79;41,52;521;33,01;200,65;246,4;164,06;29,21;49,79;121,25;92,38;33,41;23,55
16.09.2024;219,3;129,46;287,5;43,555;26,71;126,95;72,52;63,66;15,595;53,28;55,62;31,06;14,598;208,2;39,62;26,91;67,38;13,655;34,04;256,2;93,76;80,5;29,05;56,54;166,05;276,4;485,9;39,77;41,76;518,2;32,67;200,15;240;162,9;29,11;49,41;120,6;91,08;33,2;24
17.09.2024;221,1;129,7;288,4;44,385;27,465;125,7;72,92;64,58;15,535;54,4;55,56;32,15;15;205,7;39,81;26,68;67,8;13,7;34,44;252;95,26;80,04;29,985;57,17;166,65;269,7;478,1;40,24;41,59;483,2;32,7;200,65;245;166,36;30,35;50;122,15;92,32;32,91;25,76
18.09.2024;220,2;128,64;288,4;45,435;27,925;124,2;74,52;63,7;15,76;55,16;54,92;32,17;14,938;204,4;39,9;26,47;68,06;13,535;34,22;250,8;95,78;80,12;30,175;57,61;166;270,3;481,2;40,64;41,19;481,3;32,28;199,58;248,1;165,72;31,19;49,73;120,5;92,62;32,71;26,15
19.09.2024;227,1;133,4;291,8;46,8;28,97;128,7;76,14;65,34;15,6;55,66;54,9;33,02;15,222;205,1;39,62;26,02;68,76;13,18;33,85;252,4;100;81,48;30,835;59,01;166,85;276,3;488;40,98;41,04;493,6;31,04;206,1;248;169,92;32,05;49,78;119,9;93,84;31,92;26,65
20.09.2024;217,8;130,92;291,8;46,02;28,66;127,6;73,64;61,48;15,675;54,04;54,14;32,25;15,168;208,2;37,89;26,07;65;13,26;33,21;252,1;98,78;80,84;29,07;54,99;157,55;278,5;487,5;39,81;40,09;487,7;31,08;204,5;230,9;166,66;32,3;48,09;120,15;90,82;31,8;26,83
23.09.2024;218,5;132,94;294,9;45,15;28,585;128,4;75,44;61,64;14,785;55,16;54,54;32,46;15,194;211;37,73;26,24;66,58;13,375;33,16;252,2;97,94;81,78;29,025;56,09;155,55;280,2;488,9;40,59;40,14;488,8;31,94;206,85;231,9;167,5;33,23;48,07;120,6;92,76;32,07;27,68
24.09.2024;220,5;134,92;295,7;45,7;28,995;129,85;78,12;62,06;15,165;55,62;54,84;33,03;15,262;209,1;38,33;26,47;68,02;13,45;33,29;253,2;96,94;81,8;29,49;56,83;156;282,7;493,5;41,22;40,4;486,7;32,21;206,85;233,1;170,34;33,08;48,92;120,85;94,26;31,8;28,3
25.09.2024;222,5;133,42;294,1;45,33;28,71;131,95;75,66;61,38;15,29;55,34;54,28;32,69;15,218;210,3;38,49;26,48;68,14;13,405;33,3;252,5;98,3;82;29,46;55,88;155,05;282,5;492,9;40,8;39,82;492,2;32,08;201,8;229,6;172,54;33,67;51,06;123,45;93,12;31,75;28,21
26.09.2024;233,8;134,28;295,8;45,295;29,115;134,85;78,54;63,38;16,345;57,68;53,92;33,66;15,492;208,9;39,53;26,35;71,52;13,395;33,42;253,5;100,55;81,34;30,635;57,71;160;284,6;494,3;41,38;40,13;484,3;33,01;204,5;248,3;181,74;33,35;51,3;121,95;95,02;32,27;28,91
27.09.2024;240,3;133,86;296,5;48,28;30,385;134,85;81,14;67,78;16,47;59,8;54,92;34,42;15,554;210,2;40,2;26,24;74,72;13,47;33,6;254,7;98,9;83,22;32,695;59,49;160,55;281,1;495;42,29;41,01;482,3;33,22;205,7;253,3;182,86;32,9;53,92;123,25;97,12;33,02;29,7
30.09.2024;237,9;131,16;295;47,555;30,325;135,15;79,18;66,98;16,525;58,14;55,94;33,63;15,498;210,7;40,03;26,39;71,5;13,355;34,23;256,1;97,6;84,4;31,46;58,04;158;280;494,3;41,08;40,47;486,4;32,68;204,4;252,2;181,34;33,07;53,86;124,1;95,16;32,73;29,62
01.10.2024;232,8;128,76;293,5;46,91;30,445;134,55;77,74;67,28;16,27;57,04;58,06;33,15;15,346;210,4;39,14;26,51;71,78;13,35;34,29;253,3;97,18;81,96;30,605;57,5;156,4;286,1;486,6;40,74;40,69;511;32,31;204,3;246,9;179,86;33,95;53,18;122,8;93,3;33,56;29
