Datum;P;RI
2018/6;2718,37;5350,83
2018/7;2816,29;5549,96
2018/8;2901,52;5730,8
2018/9;2913,98;5763,42
2018/10;2711,74;5369,49
2018/11;2760,17;5478,91
2018/12;2506,85;4984,22
2019/1;2704,1;5383,63
2019/2;2784,49;5556,49
2019/3;2834,4;5664,46
2019/4;2945,83;5893,81
2019/5;2752,06;5519,27
2019/6;2941,76;5908,25
2019/7;2980,38;5993,17
2019/8;2926,46;5898,23
2019/9;2976,74;6008,59
2019/10;3037,56;6138,73
2019/11;3140,98;6361,56
2019/12;3230,78;6553,57
2020/1;3225,52;6551
2020/2;2954,22;6011,73
2020/3;2584,59;5269,2
2020/4;2912,43;5944,68
2020/5;3044,31;6227,81
2020/6;3100,29;6351,67
2020/7;3271,12;6709,81
2020/8;3500,31;7192,11
2020/9;3363;6918,83
2020/10;3269,96;6734,84
2020/11;3621,63;7472,06
2020/12;3756,07;7759,35
2021/1;3714,24;7681,01
2021/2;3811,15;7892,81
2021/3;3972,89;8238,48
2021/4;4181,17;8678,16
2021/5;4204,11;8738,77
2021/6;4297,5;8942,78
2021/7;4395,26;9155,21
2021/8;4522,68;9433,58
2021/9;4307,54;8994,83
2021/10;4605,38;9625,02
2021/11;4567;9558,33
2021/12;4766,18;9986,7
2022/1;4515,55;9469,92
2022/2;4373,94;9186,37
2022/3;4530,41;9527,46
2022/4;4131,93;8696,65
2022/5;4132,15;8712,6
2022/6;3785,38;7993,43
2022/7;4130,29;8730,46
2022/8;3955;8374,42
2022/9;3585,62;7603,14
2022/10;3871,98;8218,7
2022/11;4080,11;8678
2022/12;3839,5;8178,02
2023/1;4076,6;8691,88
2023/2;3970,15;8479,8
2023/3;4109,31;8791,13
2023/4;4169,48;8928,35
2023/5;4179,83;8967,16
2023/6;4450,38;9559,67
2023/7;4588,96;9866,77
2023/8;4507,66;9709,68
2023/9;4288,05;9246,74
2023/10;4193,8;9052,31
2023/11;4567,8;9879,02
2023/12;4769,83;10327,83
2024/1;4845,65;10501,38
2024/2;5096,27;11062,11
2024/3;5254,35;11418,03
